_id,operator_registration_number,postal_code,ward_number,ward_name
1810443,STR-2203-GCKBHF,M5V,10.0,Spadina-Fort York
1810444,STR-2203-GKRBHG,M2J,17.0,Don Valley North
1810445,STR-2203-GSXBHH,M3A,16.0,Don Valley East
1810446,STR-2203-HBDBHJ,M6J,9.0,Davenport
1810447,STR-2203-HJKBHK,M6K,4.0,Parkdale-High Park
1810448,STR-2203-HRRBHL,M5R,11.0,University-Rosedale
1810449,STR-2203-HYXBHM,M5V,10.0,Spadina-Fort York
1810450,STR-2203-FFGPHB,M5J,10.0,Spadina-Fort York
1810451,STR-2203-FMMPHC,M5V,10.0,Spadina-Fort York
1810452,STR-2203-FVTPHD,M5V,10.0,Spadina-Fort York
1810453,STR-2203-GLGPHG,M6P,9.0,Davenport
1810454,STR-2203-GTMPHH,M6G,11.0,University-Rosedale
1810455,STR-2203-HBTPHJ,M6N,5.0,York South-Weston
1810456,STR-2203-HJZPHK,M5A,13.0,Toronto Centre
1810457,STR-2203-HSGPHL,M3H,6.0,York Centre
1810458,STR-2203-HZMPHM,M4K,14.0,Toronto-Danforth
1810459,STR-2203-FWKBHD,M6K,4.0,Parkdale-High Park
1810460,STR-2203-GVDBHH,M6N,5.0,York South-Weston
1810461,STR-2203-HCKBHJ,M9W,1.0,Etobicoke North
1810462,STR-2203-HKRBHK,M1N,20.0,Scarborough Southwest
1810463,STR-2203-HSXBHL,M5V,10.0,Spadina-Fort York
1810464,STR-2203-JBDBHM,M4E,19.0,Beaches-East York
1810465,STR-2203-FGMPHB,M6N,5.0,York South-Weston
1810466,STR-2203-FPTPHC,M4A,16.0,Don Valley East
1810467,STR-2203-FWZPHD,M4Y,13.0,Toronto Centre
1810468,STR-2203-GMMPHG,M5V,10.0,Spadina-Fort York
1810469,STR-2203-GVTPHH,M1E,25.0,Scarborough-Rouge Park
1810470,STR-2203-HLGPHK,M5V,10.0,Spadina-Fort York
1810471,STR-2203-HTMPHL,M5B,13.0,Toronto Centre
1810472,STR-2203-JBTPHM,M3H,6.0,York Centre
1810473,STR-2203-FHDBHB,M5A,13.0,Toronto Centre
1810474,STR-2203-FQKBHC,M2K,17.0,Don Valley North
1810475,STR-2203-GPDBHG,M8V,3.0,Etobicoke-Lakeshore
1810476,STR-2203-GWKBHH,M4J,14.0,Toronto-Danforth
1810477,STR-2203-HLXBHK,M5E,10.0,Spadina-Fort York
1810478,STR-2203-JCKBHM,M5S,11.0,University-Rosedale
1810479,STR-2203-FQZPHC,M1E,24.0,Scarborough-Guildwood
1810480,STR-2203-FYGPHD,M5S,13.0,Toronto Centre
1810481,STR-2203-GGMPHF,M5S,13.0,Toronto Centre
1810482,STR-2203-GPTPHG,M5V,10.0,Spadina-Fort York
1810483,STR-2203-HFGPHJ,M4S,15.0,Don Valley West
1810484,STR-2203-HVTPHL,M1L,20.0,Scarborough Southwest
1810485,STR-2203-JCZPHM,M5J,10.0,Spadina-Fort York
1810486,STR-2203-FJKBHB,M8W,3.0,Etobicoke-Lakeshore
1810487,STR-2203-FRRBHC,M9V,1.0,Etobicoke North
1810488,STR-2203-FYXBHD,M5V,10.0,Spadina-Fort York
1810489,STR-2203-GQKBHG,M4S,12.0,Toronto-St. Paul's
1810490,STR-2203-GXRBHH,M5V,10.0,Spadina-Fort York
1810491,STR-2203-HFXBHJ,M9A,2.0,Etobicoke Centre
1810492,STR-2203-HPDBHK,M5B,13.0,Toronto Centre
1810493,STR-2203-HWKBHL,M5J,10.0,Spadina-Fort York
1810494,STR-2203-JDRBHM,M6P,9.0,Davenport
1810495,STR-2203-FJZPHB,M2J,17.0,Don Valley North
1810496,STR-2203-FSGPHC,M2N,18.0,Willowdale
1810497,STR-2203-FZMPHD,M4G,15.0,Don Valley West
1810498,STR-2203-GHTPHF,M4C,19.0,Beaches-East York
1810499,STR-2203-GQZPHG,M4L,14.0,Toronto-Danforth
1810500,STR-2203-GYGPHH,M5A,13.0,Toronto Centre
1810501,STR-2203-HPTPHK,M4L,14.0,Toronto-Danforth
1810502,STR-2203-HWZPHL,M4E,19.0,Beaches-East York
1810503,STR-2203-JFGPHM,M6H,9.0,Davenport
1810504,STR-2203-FKRBHB,M4E,19.0,Beaches-East York
1810505,STR-2203-FSXBHC,M2R,6.0,York Centre
1810506,STR-2203-GBDBHD,M6N,9.0,Davenport
1810507,STR-2203-GJKBHF,M2M,17.0,Don Valley North
1810508,STR-2203-GRRBHG,M5V,10.0,Spadina-Fort York
1810509,STR-2203-GYXBHH,M5J,10.0,Spadina-Fort York
1810510,STR-2203-HHDBHJ,M6K,4.0,Parkdale-High Park
1810511,STR-2203-HXRBHL,M6J,10.0,Spadina-Fort York
1810512,STR-2203-JFXBHM,M6H,9.0,Davenport
1810513,STR-2203-FLGPHB,M5B,13.0,Toronto Centre
1810514,STR-2203-FTMPHC,M5B,13.0,Toronto Centre
1810515,STR-2203-GBTPHD,M5V,10.0,Spadina-Fort York
1810516,STR-2203-GJZPHF,M5A,13.0,Toronto Centre
1810517,STR-2203-GSGPHG,M5V,10.0,Spadina-Fort York
1810518,STR-2203-GZMPHH,M5V,10.0,Spadina-Fort York
1810519,STR-2203-HHTPHJ,M8W,3.0,Etobicoke-Lakeshore
1810520,STR-2203-HQZPHK,M5R,11.0,University-Rosedale
1810521,STR-2203-HYGPHL,M1C,25.0,Scarborough-Rouge Park
1810522,STR-2203-JGMPHM,M2H,17.0,Don Valley North
1810523,STR-2203-FLYHHC,M5S,11.0,University-Rosedale
1810524,STR-2203-FVFHHD,M5V,10.0,Spadina-Fort York
1810525,STR-2203-GCLHHF,M5R,11.0,University-Rosedale
1810526,STR-2203-GKSHHG,M6E,12.0,Toronto-St. Paul's
1810527,STR-2203-GSYHHH,M1B,23.0,Scarborough North
1810528,STR-2203-HBFHHJ,M5G,11.0,University-Rosedale
1810529,STR-2203-HRSHHL,M3C,16.0,Don Valley East
1810530,STR-2203-HYYHHM,M1G,24.0,Scarborough-Guildwood
1810531,STR-2203-FFHVHB,M5S,13.0,Toronto Centre
1810532,STR-2203-FMPVHC,M5B,13.0,Toronto Centre
1810533,STR-2203-GDBVHF,M5J,10.0,Spadina-Fort York
1810534,STR-2203-GTPVHH,M6N,9.0,Davenport
1810535,STR-2203-HKBVHK,M4M,14.0,Toronto-Danforth
1810536,STR-2203-FFYHHB,M6N,5.0,York South-Weston
1810537,STR-2203-FPFHHC,M1K,20.0,Scarborough Southwest
1810538,STR-2203-FWLHHD,M1L,20.0,Scarborough Southwest
1810539,STR-2204-GDSHHF,M6S,4.0,Parkdale-High Park
1810540,STR-2204-GLYHHG,M5V,10.0,Spadina-Fort York
1810541,STR-2204-GVFHHH,M6R,4.0,Parkdale-High Park
1810542,STR-2204-HKSHHK,M5V,10.0,Spadina-Fort York
1810543,STR-2204-HSYHHL,M4Y,13.0,Toronto Centre
1810544,STR-2204-JBFHHM,M5E,10.0,Spadina-Fort York
1810545,STR-2204-FPVVHC,M5R,11.0,University-Rosedale
1810546,STR-2204-GVVVHH,M6G,11.0,University-Rosedale
1810547,STR-2204-HDBVHJ,M5A,13.0,Toronto Centre
1810548,STR-2204-HLHVHK,M4E,19.0,Beaches-East York
1810549,STR-2204-HTPVHL,M6H,9.0,Davenport
1810550,STR-2204-JBVVHM,M2M,18.0,Willowdale
1810551,STR-2204-FHFHHB,M5J,10.0,Spadina-Fort York
1810552,STR-2204-FQLHHC,M2N,18.0,Willowdale
1810553,STR-2204-FXSHHD,M2N,18.0,Willowdale
1810554,STR-2204-GFYHHF,M6H,9.0,Davenport
1810555,STR-2204-HDSHHJ,M1J,21.0,Scarborough Centre
1810556,STR-2204-HVFHHL,M5V,10.0,Spadina-Fort York
1810557,STR-2204-JCLHHM,M5N,8.0,Eglinton-Lawrence
1810558,STR-2204-FHVVHB,M4P,12.0,Toronto-St. Paul's
1810559,STR-2204-FRBVHC,M4K,14.0,Toronto-Danforth
1810560,STR-2204-FYHVHD,M3H,6.0,York Centre
1810561,STR-2204-GGPVHF,M4L,19.0,Beaches-East York
1810562,STR-2204-GPVVHG,M6R,4.0,Parkdale-High Park
1810563,STR-2204-HFHVHJ,M8V,3.0,Etobicoke-Lakeshore
1810564,STR-2204-HVVVHL,M1M,20.0,Scarborough Southwest
1810565,STR-2204-JDBVHM,M1V,23.0,Scarborough North
1810566,STR-2204-FJLHHB,M5R,11.0,University-Rosedale
1810567,STR-2204-FRSHHC,M2M,18.0,Willowdale
1810568,STR-2204-GHFHHF,M6J,10.0,Spadina-Fort York
1810569,STR-2204-GQLHHG,M1S,22.0,Scarborough-Agincourt
1810570,STR-2204-GXSHHH,M6S,4.0,Parkdale-High Park
1810571,STR-2204-HFYHHJ,M6K,10.0,Spadina-Fort York
1810572,STR-2204-HPFHHK,M5V,10.0,Spadina-Fort York
1810573,STR-2204-HWLHHL,M6G,11.0,University-Rosedale
1810574,STR-2204-JDSHHM,M6J,10.0,Spadina-Fort York
1810575,STR-2204-FKBVHB,M5S,11.0,University-Rosedale
1810576,STR-2204-GHVVHF,M5A,13.0,Toronto Centre
1810577,STR-2204-GRBVHG,M6K,9.0,Davenport
1810578,STR-2204-HGPVHJ,M5E,13.0,Toronto Centre
1810579,STR-2204-HPVVHK,M5V,10.0,Spadina-Fort York
1810580,STR-2204-HXBVHL,M8W,3.0,Etobicoke-Lakeshore
1810581,STR-2204-FSYHHC,M9R,2.0,Etobicoke Centre
1810582,STR-2204-GBFHHD,M2N,18.0,Willowdale
1810583,STR-2204-GJLHHF,M5J,10.0,Spadina-Fort York
1810584,STR-2204-HHFHHJ,M5B,13.0,Toronto Centre
1810585,STR-2204-HXSHHL,M5V,10.0,Spadina-Fort York
1810586,STR-2204-FLHVHB,M1T,22.0,Scarborough-Agincourt
1810587,STR-2204-FTPVHC,M6H,9.0,Davenport
1810588,STR-2204-GKBVHF,M9B,2.0,Etobicoke Centre
1810589,STR-2204-GSHVHG,M4Y,13.0,Toronto Centre
1810590,STR-2204-HHVVHJ,M6H,9.0,Davenport
1810591,STR-2204-HRBVHK,M6G,11.0,University-Rosedale
1810592,STR-2204-HYHVHL,M6H,9.0,Davenport
1810593,STR-2204-JGPVHM,M5G,11.0,University-Rosedale
1810594,STR-2204-FDTPHB,M6P,9.0,Davenport
1810595,STR-2204-FVGPHD,M6E,9.0,Davenport
1810596,STR-2204-GKTPHG,M2K,17.0,Don Valley North
1810597,STR-2204-GSZPHH,M5A,13.0,Toronto Centre
1810598,STR-2204-HBGPHJ,M9R,2.0,Etobicoke Centre
1810599,STR-2204-HJMPHK,M5J,10.0,Spadina-Fort York
1810600,STR-2204-HRTPHL,M6J,10.0,Spadina-Fort York
1810601,STR-2204-HYZPHM,M2N,18.0,Willowdale
1810602,STR-2204-FFKBHB,M8V,3.0,Etobicoke-Lakeshore
1810603,STR-2204-GDDBHF,M4P,12.0,Toronto-St. Paul's
1810604,STR-2204-GTRBHH,M4N,15.0,Don Valley West
1810605,STR-2204-HBXBHJ,M5V,10.0,Spadina-Fort York
1810606,STR-2204-HKDBHK,M1W,22.0,Scarborough-Agincourt
1810607,STR-2204-HSKBHL,M5V,10.0,Spadina-Fort York
1810608,STR-2204-HZRBHM,M4M,14.0,Toronto-Danforth
1810609,STR-2204-FPGPHC,M9B,2.0,Etobicoke Centre
1810610,STR-2204-FWMPHD,M6G,11.0,University-Rosedale
1810611,STR-2204-GLZPHG,M9B,2.0,Etobicoke Centre
1810612,STR-2204-GVGPHH,M6E,12.0,Toronto-St. Paul's
1810613,STR-2204-HCMPHJ,M5A,13.0,Toronto Centre
1810614,STR-2204-HKTPHK,M8W,3.0,Etobicoke-Lakeshore
1810615,STR-2204-JBGPHM,M6H,9.0,Davenport
1810616,STR-2204-FPXBHC,M6H,9.0,Davenport
1810617,STR-2204-FXDBHD,M4E,19.0,Beaches-East York
1810618,STR-2204-GVXBHH,M5J,10.0,Spadina-Fort York
1810619,STR-2204-HDDBHJ,M5V,10.0,Spadina-Fort York
1810620,STR-2204-HLKBHK,M2K,17.0,Don Valley North
1810621,STR-2204-HTRBHL,M5V,10.0,Spadina-Fort York
1810622,STR-2204-HXTPHL,M5A,13.0,Toronto Centre
1810623,STR-2204-FHGPHB,M2N,18.0,Willowdale
1810624,STR-2204-FQMPHC,M1C,25.0,Scarborough-Rouge Park
1810625,STR-2204-FXTPHD,M1M,24.0,Scarborough-Guildwood
1810626,STR-2204-GFZPHF,M5J,10.0,Spadina-Fort York
1810627,STR-2204-GPGPHG,M5R,11.0,University-Rosedale
1810628,STR-2204-GWMPHH,M5V,10.0,Spadina-Fort York
1810629,STR-2204-HDTPHJ,M5S,11.0,University-Rosedale
1810630,STR-2204-HLZPHK,M4Y,13.0,Toronto Centre
1810631,STR-2204-HVGPHL,M3B,16.0,Don Valley East
1810632,STR-2204-JCMPHM,M5J,10.0,Spadina-Fort York
1810633,STR-2204-FHXBHB,M6H,9.0,Davenport
1810634,STR-2204-GGRBHF,M4S,12.0,Toronto-St. Paul's
1810635,STR-2204-GXDBHH,M4K,14.0,Toronto-Danforth
1810636,STR-2204-HFKBHJ,M5A,13.0,Toronto Centre
1810637,STR-2204-HMRBHK,M6J,10.0,Spadina-Fort York
1810638,STR-2204-JDDBHM,M6E,12.0,Toronto-St. Paul's
1810639,STR-2204-FJMPHB,M5V,10.0,Spadina-Fort York
1810640,STR-2204-FYZPHD,M5V,10.0,Spadina-Fort York
1810641,STR-2204-GHGPHF,M4K,14.0,Toronto-Danforth
1810642,STR-2204-GXTPHH,M6G,11.0,University-Rosedale
1810643,STR-2204-HFZPHJ,M4S,15.0,Don Valley West
1810644,STR-2204-HPGPHK,M5V,10.0,Spadina-Fort York
1810645,STR-2204-FKDBHB,M6J,10.0,Spadina-Fort York
1810646,STR-2204-FSKBHC,M4W,11.0,University-Rosedale
1810647,STR-2204-FZRBHD,M5V,10.0,Spadina-Fort York
1810648,STR-2204-GHXBHF,M5A,13.0,Toronto Centre
1810649,STR-2204-GRDBHG,M1G,24.0,Scarborough-Guildwood
1810650,STR-2204-HGRBHJ,M6R,4.0,Parkdale-High Park
1810651,STR-2204-HPXBHK,M5V,10.0,Spadina-Fort York
1810652,STR-2204-HXDBHL,M6J,11.0,University-Rosedale
1810653,STR-2204-JFKBHM,M8V,3.0,Etobicoke-Lakeshore
1810654,STR-2204-FKTPHB,M8V,3.0,Etobicoke-Lakeshore
1810655,STR-2204-FSZPHC,M8Y,3.0,Etobicoke-Lakeshore
1810656,STR-2204-GBGPHD,M9N,5.0,York South-Weston
1810657,STR-2204-GYZPHH,M5B,13.0,Toronto Centre
1810658,STR-2204-JFZPHM,M8W,3.0,Etobicoke-Lakeshore
1810659,STR-2204-FTRBHC,M5J,10.0,Spadina-Fort York
1810660,STR-2204-GBXBHD,M5J,10.0,Spadina-Fort York
1810661,STR-2204-GKDBHF,M4J,14.0,Toronto-Danforth
1810662,STR-2204-GSKBHG,M6J,10.0,Spadina-Fort York
1810663,STR-2204-GZRBHH,M5V,10.0,Spadina-Fort York
1810664,STR-2204-HRDBHK,M5V,10.0,Spadina-Fort York
1810665,STR-2204-HYKBHL,M5R,11.0,University-Rosedale
1810666,STR-2204-FDVVHB,M1N,20.0,Scarborough Southwest
1810667,STR-2204-FMBVHC,M5V,10.0,Spadina-Fort York
1810668,STR-2204-FVHVHD,M5V,10.0,Spadina-Fort York
1810669,STR-2204-GCPVHF,M2M,18.0,Willowdale
1810670,STR-2204-GKVVHG,M5E,10.0,Spadina-Fort York
1810671,STR-2204-HJPVHK,M4E,19.0,Beaches-East York
1810672,STR-2204-HRVVHL,M4P,15.0,Don Valley West
1810673,STR-2204-HZBVHM,M6R,4.0,Parkdale-High Park
1810674,STR-2204-FMSHHC,M6K,10.0,Spadina-Fort York
1810675,STR-2204-GDFHHF,M5J,10.0,Spadina-Fort York
1810676,STR-2204-GLLHHG,M1W,22.0,Scarborough-Agincourt
1810677,STR-2204-GTSHHH,M5V,10.0,Spadina-Fort York
1810678,STR-2204-HBYHHJ,M5V,10.0,Spadina-Fort York
1810679,STR-2204-HKFHHK,M6G,11.0,University-Rosedale
1810680,STR-2204-HSLHHL,M3A,16.0,Don Valley East
1810681,STR-2204-FWPVHD,M6R,4.0,Parkdale-High Park
1810682,STR-2204-GDVVHF,M9W,1.0,Etobicoke North
1810683,STR-2204-GMBVHG,M5V,10.0,Spadina-Fort York
1810684,STR-2204-GVHVHH,M5V,10.0,Spadina-Fort York
1810685,STR-2204-HCPVHJ,M2N,18.0,Willowdale
1810686,STR-2204-HKVVHK,M5R,11.0,University-Rosedale
1810687,STR-2204-HTBVHL,M5V,10.0,Spadina-Fort York
1810688,STR-2204-JBHVHM,M1C,25.0,Scarborough-Rouge Park
1810689,STR-2204-FGSHHB,M5R,11.0,University-Rosedale
1810690,STR-2204-FXFHHD,M5A,13.0,Toronto Centre
1810691,STR-2204-GFLHHF,M5V,10.0,Spadina-Fort York
1810692,STR-2204-GMSHHG,M6K,10.0,Spadina-Fort York
1810693,STR-2204-GVYHHH,M1E,24.0,Scarborough-Guildwood
1810694,STR-2204-HTSHHL,M2J,17.0,Don Valley North
1810695,STR-2204-JBYHHM,M5J,10.0,Spadina-Fort York
1810696,STR-2204-FHHVHB,M5A,13.0,Toronto Centre
1810697,STR-2204-FQPVHC,M4B,19.0,Beaches-East York
1810698,STR-2204-FXVVHD,M5T,10.0,Spadina-Fort York
1810699,STR-2204-GGBVHF,M5J,10.0,Spadina-Fort York
1810700,STR-2204-GPHVHG,M8Y,3.0,Etobicoke-Lakeshore
1810701,STR-2204-GWPVHH,M4Y,13.0,Toronto Centre
1810702,STR-2204-HDVVHJ,M6J,10.0,Spadina-Fort York
1810703,STR-2204-HMBVHK,M5V,10.0,Spadina-Fort York
1810704,STR-2204-FHYHHB,M1N,20.0,Scarborough Southwest
1810705,STR-2204-FRFHHC,M5J,10.0,Spadina-Fort York
1810706,STR-2204-FYLHHD,M5R,11.0,University-Rosedale
1810707,STR-2204-GGSHHF,M6P,9.0,Davenport
1810708,STR-2204-GPYHHG,M2M,18.0,Willowdale
1810709,STR-2204-GXFHHH,M4K,14.0,Toronto-Danforth
1810710,STR-2204-HFLHHJ,M5V,10.0,Spadina-Fort York
1810711,STR-2204-HVYHHL,M4J,14.0,Toronto-Danforth
1810712,STR-2204-JDFHHM,M6K,9.0,Davenport
1810713,STR-2204-FJPVHB,M5T,11.0,University-Rosedale
1810714,STR-2204-FRVVHC,M6G,11.0,University-Rosedale
1810715,STR-2204-GMTPHG,M6J,11.0,University-Rosedale
1810716,STR-2204-FZBVHD,M5V,10.0,Spadina-Fort York
1810717,STR-2204-GHHVHF,M4L,19.0,Beaches-East York
1810718,STR-2204-GQPVHG,M5J,10.0,Spadina-Fort York
1810719,STR-2204-GXVVHH,M5V,10.0,Spadina-Fort York
1810720,STR-2204-HPHVHK,M1H,24.0,Scarborough-Guildwood
1810721,STR-2204-JDVVHM,M5B,11.0,University-Rosedale
1810722,STR-2204-FKFHHB,M4Y,13.0,Toronto Centre
1810723,STR-2204-FSLHHC,M8V,3.0,Etobicoke-Lakeshore
1810724,STR-2204-FZSHHD,M1K,20.0,Scarborough Southwest
1810725,STR-2204-GHYHHF,M4E,19.0,Beaches-East York
1810726,STR-2204-GYLHHH,M5J,10.0,Spadina-Fort York
1810727,STR-2204-HPYHHK,M6A,8.0,Eglinton-Lawrence
1810728,STR-2204-HXFHHL,M4S,15.0,Don Valley West
1810729,STR-2204-JFLHHM,M9N,5.0,York South-Weston
1810730,STR-2204-FKVVHB,M5V,10.0,Spadina-Fort York
1810731,STR-2204-FTBVHC,M6R,4.0,Parkdale-High Park
1810732,STR-2204-GJPVHF,M1S,23.0,Scarborough North
1810733,STR-2204-GRVVHG,M5V,10.0,Spadina-Fort York
1810734,STR-2204-HHHVHJ,M1M,20.0,Scarborough Southwest
1810735,STR-2204-HXVVHL,M9L,7.0,Humber River-Black Creek
1810736,STR-2204-FLLHHB,M5S,11.0,University-Rosedale
1810737,STR-2204-FTSHHC,M4Y,13.0,Toronto Centre
1810738,STR-2204-GKFHHF,M6S,4.0,Parkdale-High Park
1810739,STR-2204-GZSHHH,M4X,13.0,Toronto Centre
1810740,STR-2204-HHYHHJ,M5J,10.0,Spadina-Fort York
1810741,STR-2204-HRFHHK,M5T,11.0,University-Rosedale
1810742,STR-2204-HYLHHL,M4P,15.0,Don Valley West
1810743,STR-2204-JGSHHM,M2K,17.0,Don Valley North
1810744,STR-2204-FDXBHB,M1L,20.0,Scarborough Southwest
1810745,STR-2204-FMDBHC,M5E,10.0,Spadina-Fort York
1810746,STR-2204-FVKBHD,M4X,13.0,Toronto Centre
1810747,STR-2204-GCRBHF,M6J,9.0,Davenport
1810748,STR-2204-GKXBHG,M6N,5.0,York South-Weston
1810749,STR-2204-GTDBHH,M4L,14.0,Toronto-Danforth
1810750,STR-2204-HBKBHJ,M2J,17.0,Don Valley North
1810751,STR-2204-HJRBHK,M6K,4.0,Parkdale-High Park
1810752,STR-2204-HRXBHL,M5V,10.0,Spadina-Fort York
1810753,STR-2204-HZDBHM,M6A,8.0,Eglinton-Lawrence
1810754,STR-2204-GDGPHF,M2K,17.0,Don Valley North
1810755,STR-2204-GLMPHG,M4Y,13.0,Toronto Centre
1810756,STR-2204-GTTPHH,M5H,10.0,Spadina-Fort York
1810757,STR-2204-HBZPHJ,M5J,10.0,Spadina-Fort York
1810758,STR-2204-HZTPHM,M1L,20.0,Scarborough Southwest
1810759,STR-2204-FGDBHB,M9W,1.0,Etobicoke North
1810760,STR-2204-FPKBHC,M4Y,13.0,Toronto Centre
1810761,STR-2204-FWRBHD,M9W,1.0,Etobicoke North
1810762,STR-2204-GMDBHG,M5J,10.0,Spadina-Fort York
1810763,STR-2204-GVKBHH,M5S,11.0,University-Rosedale
1810764,STR-2204-HKXBHK,M4E,19.0,Beaches-East York
1810765,STR-2204-HTDBHL,M6G,11.0,University-Rosedale
1810766,STR-2204-FGTPHB,M1L,20.0,Scarborough Southwest
1810767,STR-2204-FPZPHC,M5R,11.0,University-Rosedale
1810768,STR-2204-FXGPHD,M2H,17.0,Don Valley North
1810769,STR-2204-GFMPHF,M5A,13.0,Toronto Centre
1810770,STR-2204-GVZPHH,M8Y,3.0,Etobicoke-Lakeshore
1810771,STR-2204-HDGPHJ,M2M,18.0,Willowdale
1810772,STR-2204-HTTPHL,M6J,11.0,University-Rosedale
1810773,STR-2204-JBZPHM,M5A,10.0,Spadina-Fort York
1810774,STR-2204-FHKBHB,M5A,13.0,Toronto Centre
1810775,STR-2204-FQRBHC,M5J,10.0,Spadina-Fort York
1810776,STR-2204-FXXBHD,M6N,5.0,York South-Weston
1810777,STR-2204-GGDBHF,M6A,8.0,Eglinton-Lawrence
1810778,STR-2204-GPKBHG,M4C,19.0,Beaches-East York
1810779,STR-2204-GWRBHH,M8Z,3.0,Etobicoke-Lakeshore
1810780,STR-2204-HMDBHK,M8Y,3.0,Etobicoke-Lakeshore
1810781,STR-2204-HVKBHL,M5V,10.0,Spadina-Fort York
1810782,STR-2204-FRGPHC,M5A,13.0,Toronto Centre
1810783,STR-2204-FYMPHD,M5T,11.0,University-Rosedale
1810784,STR-2204-GGTPHF,M5J,10.0,Spadina-Fort York
1810785,STR-2204-GPZPHG,M5A,13.0,Toronto Centre
1810786,STR-2204-GXGPHH,M5B,13.0,Toronto Centre
1810787,STR-2204-HFMPHJ,M4L,14.0,Toronto-Danforth
1810788,STR-2204-HMTPHK,M2N,18.0,Willowdale
1810789,STR-2204-HVZPHL,M9N,5.0,York South-Weston
1810790,STR-2204-JDGPHM,M6R,4.0,Parkdale-High Park
1810791,STR-2204-FJRBHB,M6P,4.0,Parkdale-High Park
1810792,STR-2204-FRXBHC,M3L,7.0,Humber River-Black Creek
1810793,STR-2204-FZDBHD,M6G,11.0,University-Rosedale
1810794,STR-2204-GHKBHF,M5R,11.0,University-Rosedale
1810795,STR-2204-GXXBHH,M5R,11.0,University-Rosedale
1810796,STR-2204-HPKBHK,M2N,18.0,Willowdale
1810797,STR-2204-HWRBHL,M4G,15.0,Don Valley West
1810798,STR-2204-JDXBHM,M6P,4.0,Parkdale-High Park
1810799,STR-2204-FKGPHB,M6E,8.0,Eglinton-Lawrence
1810800,STR-2204-GHZPHF,M1J,21.0,Scarborough Centre
1810801,STR-2204-GRGPHG,M9N,5.0,York South-Weston
1810802,STR-2204-HGTPHJ,M1P,21.0,Scarborough Centre
1810803,STR-2204-HPZPHK,M4L,19.0,Beaches-East York
1810804,STR-2204-JFMPHM,M5R,11.0,University-Rosedale
1810805,STR-2204-FKXBHB,M4J,14.0,Toronto-Danforth
1810806,STR-2204-FTDBHC,M1V,22.0,Scarborough-Agincourt
1810807,STR-2204-GJRBHF,M9W,1.0,Etobicoke North
1810808,STR-2204-GRXBHG,M4J,14.0,Toronto-Danforth
1810809,STR-2204-GZDBHH,M5R,11.0,University-Rosedale
1810810,STR-2204-HHKBHJ,M4L,19.0,Beaches-East York
1810811,STR-2204-HQRBHK,M1H,24.0,Scarborough-Guildwood
1810812,STR-2204-HXXBHL,M5R,11.0,University-Rosedale
1810813,STR-2204-JGDBHM,M4X,13.0,Toronto Centre
1810814,STR-2204-FTTPHC,M5S,11.0,University-Rosedale
1810815,STR-2204-GBZPHD,M1L,20.0,Scarborough Southwest
1810816,STR-2204-GSMPHG,M5A,13.0,Toronto Centre
1810817,STR-2204-GZTPHH,M9B,2.0,Etobicoke Centre
1810818,STR-2204-HHZPHJ,M6H,9.0,Davenport
1810819,STR-2204-HRGPHK,M4E,19.0,Beaches-East York
1810820,STR-2204-FMFHHC,M2M,18.0,Willowdale
1810821,STR-2204-FVLHHD,M9C,2.0,Etobicoke Centre
1810822,STR-2204-GKYHHG,M9A,3.0,Etobicoke-Lakeshore
1810823,STR-2204-HJSHHK,M6K,10.0,Spadina-Fort York
1810824,STR-2205-GBLHHD,M3J,7.0,Humber River-Black Creek
1810825,STR-2204-FMVVHC,M6R,4.0,Parkdale-High Park
1810826,STR-2204-GDHVHF,M5A,13.0,Toronto Centre
1810827,STR-2204-GLPVHG,M5R,11.0,University-Rosedale
1810828,STR-2204-HKHVHK,M2R,6.0,York Centre
1810829,STR-2204-HSPVHL,M5J,10.0,Spadina-Fort York
1810830,STR-2204-FGFHHB,M6J,10.0,Spadina-Fort York
1810831,STR-2204-FPLHHC,M9V,1.0,Etobicoke North
1810832,STR-2204-FWSHHD,M6P,4.0,Parkdale-High Park
1810833,STR-2204-GDYHHF,M5M,8.0,Eglinton-Lawrence
1810834,STR-2204-GMFHHG,M4E,19.0,Beaches-East York
1810835,STR-2204-GVLHHH,M6J,10.0,Spadina-Fort York
1810836,STR-2204-HCSHHJ,M5V,10.0,Spadina-Fort York
1810837,STR-2204-HKYHHK,M5V,10.0,Spadina-Fort York
1810838,STR-2204-HTFHHL,M6H,9.0,Davenport
1810839,STR-2204-JBLHHM,M5V,10.0,Spadina-Fort York
1810840,STR-2204-FGVVHB,M5J,10.0,Spadina-Fort York
1810841,STR-2204-FQBVHC,M4N,15.0,Don Valley West
1810842,STR-2204-FXHVHD,M6P,9.0,Davenport
1810843,STR-2204-GFPVHF,M3J,7.0,Humber River-Black Creek
1810844,STR-2204-HDHVHJ,M4M,14.0,Toronto-Danforth
1810845,STR-2204-HLPVHK,M5J,10.0,Spadina-Fort York
1810846,STR-2204-HTVVHL,M4X,13.0,Toronto Centre
1810847,STR-2204-JCBVHM,M6J,10.0,Spadina-Fort York
1810848,STR-2204-FHLHHB,M5J,10.0,Spadina-Fort York
1810849,STR-2204-FQSHHC,M5A,13.0,Toronto Centre
1810850,STR-2204-FXYHHD,M5B,13.0,Toronto Centre
1810851,STR-2204-GGFHHF,M5V,10.0,Spadina-Fort York
